Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Class
30,16,31,13,2,33,33,30,1
20,15,7,20,16,4,16,5,1
31,11,4,9,3,11,3,48,1
20,2,1,17,8,79,11,28,1
15,12,21,6,5,58,2,20,1
41,7,31,1,8,36,26,55,1
35,11,10,4,7,5,3,16,1
12,5,14,14,6,2,13,4,1
3,3,25,20,3,73,10,2,1
15,15,26,17,22,61,2,23,1
41,1,1,14,16,52,29,11,1
4,17,17,33,2,76,42,44,1
47,10,17,34,9,13,4,12,1
18,6,14,38,3,27,38,52,1
26,11,13,9,2,57,28,14,1
1,5,15,32,13,6,28,46,1
14,3,13,36,5,63,23,30,1
56,5,4,0,16,31,14,33,1
66,0,31,9,11,15,4,11,1
5,8,27,19,12,26,16,39,1
10,18,9,23,17,36,29,40,1
93,21,61,20,10,99,9,6,1
119,22,9,4,13,30,13,4,1
36,7,18,1,6,21,7,61,1
16,8,8,27,10,29,8,8,1
1,17,61,16,10,4,18,30,1
19,12,10,2,8,11,8,13,1
17,6,26,13,17,66,10,29,1
69,23,2,10,18,13,40,39,1
36,12,19,14,20,33,10,27,1
26,15,52,31,9,34,8,36,1
17,11,33,3,6,96,10,4,1
49,5,10,11,1,13,5,60,1
22,9,11,8,2,12,4,17,1
8,21,12,14,11,42,1,26,1
36,23,38,17,16,19,20,35,1
38,22,60,19,5,10,36,31,1
12,9,29,40,19,63,6,24,1
58,17,45,31,16,24,30,46,1
19,24,23,9,6,11,4,0,1
48,9,41,27,4,25,24,14,1
20,2,38,25,22,60,21,60,1
17,6,12,11,1,7,29,64,1
13,7,16,27,13,3,11,19,1
50,7,11,24,3,23,3,27,1
26,13,4,5,21,28,4,0,1
14,13,41,9,8,0,9,17,1
23,3,11,20,10,9,42,68,1
29,3,15,12,7,71,24,42,1
17,12,38,29,2,34,7,23,1
13,18,16,2,21,55,11,2,1
43,16,42,7,1,65,9,46,1
66,9,27,12,13,19,17,73,1
37,11,11,16,6,3,33,20,1
45,15,8,38,14,7,48,43,1
8,7,10,9,11,50,27,16,1
58,0,19,16,3,53,35,43,1
37,18,13,62,2,13,7,11,1
34,2,12,4,6,39,35,19,1
5,5,18,20,10,68,13,2,1
8,10,7,16,10,30,8,14,1
7,14,8,29,9,43,3,15,1
31,13,45,34,12,0,14,35,1
33,21,29,7,1,26,56,46,1
17,15,28,1,7,56,7,22,1
34,21,30,49,2,37,36,19,1
1,26,45,45,19,43,4,2,1
14,5,18,14,5,4,10,3,1
48,12,27,21,19,7,14,16,1
58,21,23,7,4,73,31,51,1
44,4,48,24,29,127,19,42,1
15,3,6,41,9,83,12,7,1
44,2,0,18,5,60,31,18,1
47,20,56,29,5,98,55,39,1
55,6,16,5,1,14,21,57,1
109,17,1,10,2,51,28,71,1
51,17,19,17,7,28,24,5,1
50,11,18,4,4,62,2,8,1
2,2,10,43,12,40,51,39,1
37,8,54,23,11,20,22,18,1
60,31,50,18,2,71,41,62,1
68,2,9,12,22,67,16,28,1
45,5,50,5,1,25,7,16,1
51,12,12,22,3,29,28,16,1
16,15,41,38,10,68,21,20,1
21,20,34,42,12,80,29,22,1
15,6,8,15,4,74,21,24,1
42,1,3,29,6,31,22,31,1
34,6,8,23,6,46,12,5,1
26,1,2,12,2,48,20,15,1
27,13,9,13,9,2,25,25,1
33,17,40,17,25,67,19,9,1
35,15,53,7,11,48,49,58,1
32,5,52,23,13,37,21,30,1
1,3,12,1,18,35,35,22,1
32,5,5,7,21,53,22,39,1
38,17,45,2,13,47,14,11,1
7,5,11,11,1,84,19,4,1
66,23,57,20,23,32,33,56,1
17,21,46,3,21,3,3,57,1
32,12,24,18,17,10,1,26,1
6,4,20,12,10,106,45,39,1
53,6,12,5,13,47,20,20,1
33,6,20,4,4,20,10,3,1
9,1,19,1,4,30,1,2,1
3,2,20,5,13,83,3,16,1
28,10,45,3,7,42,2,15,1
1,0,22,14,6,17,42,68,1
61,20,1,10,2,15,42,50,1
15,14,18,10,13,48,31,105,1
25,13,15,21,10,5,4,21,1
15,0,13,20,6,28,23,22,1
65,34,50,28,17,10,30,56,1
43,10,9,9,19,88,52,68,1
8,6,28,11,8,26,14,16,1
1,5,23,6,8,21,18,13,1
46,25,25,19,13,26,23,33,1
14,1,13,25,1,56,23,13,1
3,14,6,39,16,64,12,10,1
32,12,6,19,1,26,11,22,1
47,14,34,25,16,2,4,12,1
2,5,18,1,2,19,2,4,1
32,14,46,14,4,68,3,10,1
35,4,2,3,7,32,17,10,1
20,1,5,8,13,16,15,23,1
5,7,24,12,10,24,31,34,1
6,18,16,11,5,8,10,43,1
19,13,4,21,9,38,59,108,1
5,13,46,11,8,20,1,10,1
42,16,31,8,9,1,24,71,1
28,0,4,15,9,36,1,57,1
14,1,11,13,7,20,9,13,1
7,1,14,2,14,11,2,4,1
12,9,0,3,3,23,0,7,1
31,15,20,46,10,14,27,58,1
17,45,62,74,6,11,21,26,1
40,1,2,24,6,18,9,34,1
20,2,22,1,1,30,13,18,1
26,1,7,8,5,13,2,13,1
32,22,18,46,12,30,22,44,1
1,16,30,33,6,9,20,28,1
49,25,7,7,14,38,22,26,1
14,2,22,24,20,127,15,59,1
24,20,15,11,12,24,15,25,1
18,7,11,6,3,23,19,45,1
56,2,21,24,18,55,21,69,1
19,0,28,4,7,9,9,12,1
55,26,28,6,4,13,19,21,1
33,8,7,13,1,21,9,17,1
41,0,2,5,11,7,1,12,1
1,14,33,21,3,21,2,6,1
2,18,55,57,11,11,8,2,1
18,1,25,20,12,14,21,2,1
17,4,0,6,6,14,8,18,1
38,17,21,14,0,13,9,66,1
30,0,5,18,17,38,14,34,1
15,9,5,3,6,40,11,17,1
0,5,25,7,1,12,6,12,1
16,5,55,9,26,16,22,59,1
36,4,3,1,7,18,4,13,1
9,5,0,9,18,29,36,4,1
20,3,21,6,15,47,2,22,1
9,5,5,3,17,57,3,15,1
2,18,35,22,6,13,1,30,1
4,4,7,0,0,37,0,7,1
3,13,20,18,5,17,10,19,1
4,15,14,5,3,11,19,37,1
28,23,11,10,18,46,24,42,1
65,27,8,1,15,52,19,11,1
5,5,4,18,5,1,3,3,1
5,4,21,5,16,63,16,8,1
31,9,15,0,10,14,5,12,1
8,11,10,3,7,18,13,19,1
19,5,13,13,12,4,4,10,1
3,6,35,12,8,22,15,25,1
15,14,22,17,1,33,2,26,1
18,5,1,4,4,13,8,0,1
53,12,9,38,8,82,19,62,1
11,5,57,9,6,26,7,8,1
3,2,27,4,1,65,14,13,1
1,9,13,5,11,17,24,13,1
39,11,28,5,2,21,18,8,1
18,2,13,8,8,35,2,5,1
12,5,7,1,26,33,26,36,1
19,9,4,9,10,48,2,44,1
18,2,8,13,19,72,1,38,1
14,10,37,19,13,59,1,11,1
5,6,14,14,5,9,6,4,1
4,3,11,6,7,5,37,59,1
2,9,17,16,19,58,35,81,1
8,7,11,27,8,21,5,28,1
7,16,72,8,11,23,16,0,1
23,14,43,25,9,52,57,56,1
10,4,9,14,2,26,28,37,1
5,4,19,38,11,43,17,17,1
29,18,9,16,10,68,21,22,1
45,2,22,8,10,8,1,9,1
11,8,25,16,22,35,4,48,1
30,16,19,30,13,127,11,3,1
30,4,15,12,1,20,25,38,1
17,16,10,6,13,25,38,45,1
14,4,12,7,21,0,8,30,1
23,0,9,17,1,95,5,16,1
1,5,22,4,14,62,17,30,1
6,4,11,32,29,46,1,65,1
9,2,20,8,12,4,5,4,1
15,4,4,4,0,16,6,28,1
6,11,14,17,23,9,8,3,1
24,3,13,12,43,52,16,30,1
37,5,6,9,20,51,21,46,1
4,1,12,5,18,2,2,13,1
18,30,49,23,8,1,2,10,1
11,19,43,22,24,9,21,36,1
18,8,4,13,6,16,1,3,1
4,3,8,8,6,45,16,22,1
10,13,6,1,16,51,3,22,1
42,4,9,9,4,35,13,49,1
10,2,7,22,1,37,13,9,1
59,4,12,6,32,10,34,67,1
5,3,11,17,11,11,17,31,1
7,3,29,8,8,14,7,36,1
14,26,41,23,6,65,13,47,1
28,16,53,20,17,56,24,23,1
20,24,51,20,6,21,18,19,1
13,9,6,18,14,47,7,2,1
10,1,41,7,29,29,8,5,1
8,0,6,7,18,3,19,24,1
10,1,25,23,20,5,16,35,1
13,2,4,21,27,22,12,15,1
6,0,3,29,1,19,1,37,1
28,2,1,13,9,78,15,57,1
8,2,20,17,8,51,3,22,1
52,1,18,14,4,56,30,29,1
7,11,24,27,1,19,4,24,1
13,9,10,15,8,3,7,11,1
14,12,12,16,1,61,22,42,1
5,6,15,17,3,51,3,38,1
45,12,8,39,26,29,28,4,1
34,26,72,69,13,19,20,60,1
10,4,7,2,14,15,7,14,1
24,3,12,4,1,79,2,25,1
13,10,5,22,33,92,31,32,1
6,8,11,15,6,13,9,27,1
25,3,15,10,1,14,22,45,1
40,5,13,2,11,12,13,36,1
38,14,23,4,4,4,12,7,1
3,6,43,7,1,53,11,31,1
4,14,30,19,20,10,13,43,1
25,7,12,1,5,36,45,44,1
19,0,12,1,13,3,0,21,1
5,8,3,12,7,40,4,13,1
3,5,10,3,6,18,2,18,1
23,5,13,2,1,5,16,6,1
0,13,24,11,15,12,6,2,1
5,11,8,10,1,15,14,16,1
3,8,8,3,12,22,18,17,1
2,3,2,4,4,20,10,16,1
6,21,46,13,1,5,1,15,1
12,32,81,39,8,53,14,24,1
4,11,29,5,4,38,3,5,1
5,6,20,23,1,5,0,12,1
17,5,6,22,5,5,6,29,1
13,11,9,2,2,8,4,14,1
6,2,7,10,5,22,6,13,1
34,13,11,10,13,34,30,18,1
6,4,7,12,15,33,8,16,1
19,10,28,6,14,107,7,35,1
25,2,5,1,4,20,15,19,1
22,0,15,2,18,56,17,6,1
25,8,8,6,7,68,24,12,1
19,5,12,15,7,47,3,2,1
14,5,6,1,4,16,1,11,1
6,8,6,7,11,12,11,5,1
12,4,12,3,4,32,10,39,1
43,17,1,11,3,59,0,51,1
1,13,23,12,6,91,30,12,1
20,11,41,2,14,68,6,2,1
10,4,9,25,23,42,3,22,1
23,8,22,4,7,5,14,27,1
38,13,3,2,5,7,5,5,1
23,5,11,1,0,7,6,39,1
1,3,22,1,5,23,16,17,1
6,15,39,6,19,51,11,33,1
11,10,22,7,4,9,10,13,1
10,8,45,1,12,20,3,31,1
22,10,24,13,20,38,8,6,1
17,7,29,10,9,42,17,27,1
30,12,48,7,8,4,25,35,1
47,8,37,12,17,1,11,33,1
3,21,2,9,17,4,5,26,1
8,0,16,4,17,7,1,3,1
6,5,4,11,4,10,10,33,1
16,1,19,8,3,21,4,1,1
20,2,4,1,25,5,1,6,1
18,16,34,12,12,20,17,25,1
42,5,11,7,7,32,12,49,1
17,10,2,4,3,53,22,41,1
4,2,13,16,2,71,9,1,1
7,1,20,4,23,7,10,3,1
27,16,3,9,12,12,30,56,1
33,16,44,17,13,19,2,2,1
13,8,24,6,21,50,7,44,1
2,3,17,3,11,40,18,16,1
7,2,9,8,12,1,10,19,1
51,5,11,16,3,7,21,38,1
20,8,10,18,8,19,20,40,1
45,11,19,7,1,32,15,40,1
4,7,0,10,7,50,0,2,1
8,5,33,14,6,14,8,6,1
23,2,23,6,0,23,16,11,1
13,4,3,6,15,5,3,24,1
17,1,28,21,1,8,3,1,1
25,1,4,3,2,12,16,25,1
8,4,3,5,15,18,5,6,1
13,0,11,10,13,13,2,12,1
26,10,34,5,2,14,16,26,1
22,3,7,23,7,20,24,36,1
57,17,59,18,0,45,22,28,1
18,5,33,3,5,1,31,26,1
6,0,6,9,3,8,1,11,1
4,1,9,5,1,19,8,4,1
48,5,6,6,2,17,17,17,1
4,23,34,22,10,29,26,25,1
17,20,52,30,9,22,19,21,1
32,16,29,2,3,18,8,2,1
27,7,25,4,18,3,11,9,1
12,8,3,8,15,8,1,12,1
58,9,18,5,0,8,8,32,1
45,6,28,0,3,82,2,38,1
14,14,25,15,9,32,2,5,1
24,1,2,4,5,18,7,5,1
11,2,8,14,15,15,3,3,1
12,13,48,21,11,16,10,26,1
13,23,60,43,8,2,24,57,1
23,10,2,2,7,12,9,18,1
7,7,7,6,11,2,2,17,1
6,2,7,5,17,24,10,9,1
33,2,20,25,18,27,19,27,1
8,8,32,16,6,0,3,13,1
19,6,28,3,4,3,3,2,1
19,2,4,14,16,16,6,3,1
17,15,30,36,7,1,15,27,1
12,7,73,42,16,59,9,7,1
26,11,1,4,6,51,50,55,1
29,14,17,3,10,33,4,3,1
3,5,11,1,1,16,9,18,1
26,3,12,28,8,3,8,23,1
21,36,40,2,37,32,29,28,1
16,9,58,30,3,17,21,43,1
9,3,9,1,10,2,4,4,1
24,1,6,1,1,0,1,9,1
21,16,18,12,0,29,6,24,1
1,17,91,21,10,16,1,1,1
47,14,77,59,24,35,9,12,1
2,2,14,2,9,14,2,18,1
40,25,36,7,24,11,3,28,1
6,11,28,11,9,46,19,15,1
1,2,12,15,19,4,24,23,1
1,14,44,21,1,70,2,13,1
23,16,41,37,2,39,25,46,1
15,2,17,2,9,9,33,24,1
0,11,12,11,10,11,28,21,1
2,18,12,15,4,15,1,2,1
28,14,36,22,12,11,16,7,1
36,5,21,20,5,24,9,4,1
10,13,15,7,13,51,8,18,1
16,10,6,0,11,7,1,4,1
10,3,10,9,2,3,5,16,1
14,1,35,13,6,3,4,9,1
14,22,25,40,25,10,7,14,1
10,9,7,5,4,8,2,16,1
36,5,14,4,6,5,16,52,1
19,10,18,21,1,20,8,14,1
81,36,14,20,34,42,67,80,1
1,5,12,7,0,112,14,3,1
73,16,7,13,8,75,9,36,1
23,4,24,10,8,75,22,18,1
18,4,11,19,20,31,11,25,1
10,6,22,7,1,29,21,14,1
23,2,10,11,7,11,5,10,1
1,2,25,8,12,14,3,17,1
39,21,19,28,8,4,27,47,1
16,11,7,20,3,41,5,26,1
22,11,19,29,19,10,3,2,1
33,36,113,58,16,46,22,14,1
8,1,8,13,2,33,12,61,1
57,13,19,32,6,22,13,42,1
43,9,29,31,33,26,17,15,1
16,19,7,9,11,42,60,100,1
19,6,16,4,6,50,20,31,1
8,5,37,7,12,88,13,7,1
11,21,60,12,2,63,28,27,1
35,29,46,44,19,64,25,18,1
7,0,9,5,31,24,2,18,1
10,16,47,16,2,15,3,10,1
1,7,0,6,6,13,2,28,1
20,3,11,16,19,32,6,26,1
2,1,1,27,10,85,17,13,1
24,7,2,40,1,9,8,10,1
29,14,16,7,8,8,0,21,1
50,20,21,32,6,45,30,18,1
7,2,2,11,1,62,19,5,1
51,4,0,0,2,52,6,41,1
29,5,13,7,16,20,16,21,1
26,18,47,15,3,12,2,14,1
37,19,21,5,7,27,21,46,1
16,2,7,0,2,79,7,40,1
10,7,9,29,13,51,30,26,1
25,7,9,15,2,64,17,18,1
6,15,53,23,23,39,8,0,1
9,6,54,21,4,57,7,34,1
17,9,26,13,0,21,17,47,1
27,12,2,18,7,62,18,9,1
6,10,0,23,31,38,1,38,1
12,11,28,3,1,1,23,22,1
29,15,28,11,32,69,31,29,1
37,6,4,4,8,56,6,6,1
24,13,24,20,41,21,20,14,1
13,1,33,2,9,6,20,36,1
40,4,16,10,49,41,56,87,1
18,10,26,5,11,39,29,21,1
11,7,8,15,5,2,19,45,1
26,5,18,19,4,4,7,1,1
6,4,52,21,16,9,8,27,1
3,11,49,18,14,72,6,6,1
7,0,21,26,2,89,23,5,1
23,21,59,44,1,30,31,18,1
19,9,30,16,12,18,1,15,1
6,7,15,8,9,49,6,15,1
5,3,12,28,10,28,1,12,1
8,23,70,41,1,12,2,7,1
29,13,39,6,5,112,5,1,1
9,20,38,27,9,124,20,3,1
18,1,11,8,22,0,6,42,1
2,2,7,14,2,3,10,23,1
15,8,3,8,31,29,41,16,1
35,6,11,3,8,12,26,50,1
34,0,20,24,16,13,8,25,1
7,6,24,10,2,1,3,4,1
0,3,4,22,7,25,11,17,1
13,11,11,10,8,1,13,2,1
0,15,53,38,5,53,21,4,1
21,19,37,37,2,26,4,6,1
16,11,7,17,32,52,11,41,1
4,0,8,21,4,54,19,27,1
12,16,54,13,5,36,8,21,1
15,4,35,13,6,2,0,15,1
12,1,23,8,22,14,10,6,1
32,4,21,1,13,15,26,27,1
19,3,10,12,31,5,0,14,1
0,5,19,18,3,5,15,1,1
41,18,30,14,18,5,2,21,1
13,7,26,11,7,9,3,35,1
1,3,14,3,17,2,1,51,1
13,8,14,9,2,57,52,39,1
6,16,28,8,12,13,5,16,1
9,11,27,5,7,6,14,36,1
6,3,17,5,31,19,1,46,1
11,0,44,3,11,23,7,25,1
3,6,6,18,19,28,26,8,1
15,5,8,5,3,7,59,37,1
26,10,7,9,4,11,21,1,1
5,19,26,4,6,93,8,45,1
67,9,2,8,23,85,58,81,1
24,3,8,9,7,5,13,4,1
5,13,21,21,30,72,19,29,1
11,41,79,56,3,69,28,47,1
17,4,26,15,36,10,29,45,1
38,1,2,1,12,60,36,12,1
60,8,11,30,5,103,6,11,1
28,5,25,2,9,91,15,18,1
4,4,24,27,7,19,35,9,1
4,23,90,38,2,72,20,7,1
41,1,26,26,25,33,12,17,1
25,4,24,25,14,72,16,5,1
66,11,5,30,8,73,35,48,1
38,24,50,31,4,6,55,54,1
57,19,26,16,10,87,35,40,1
8,17,28,31,1,6,19,7,1
27,6,25,13,18,32,30,60,1
24,9,24,2,6,125,24,66,1
13,10,26,23,2,65,12,48,1
13,15,20,21,3,31,7,21,1
8,5,9,14,22,77,14,6,1
8,6,42,18,19,10,6,28,1
29,11,33,27,4,1,28,27,1
13,12,30,14,15,32,13,10,1
3,13,38,41,26,29,7,1,1
41,22,72,30,4,27,36,33,1
31,31,20,58,22,15,18,35,1
9,28,39,37,8,32,2,77,1
23,34,68,49,39,108,41,2,1
36,14,51,7,7,14,19,20,1
90,12,35,23,8,16,10,43,1
1,3,24,3,2,15,20,32,1
27,18,48,27,16,2,5,42,1
58,30,61,27,1,8,15,46,1
54,9,24,16,10,127,9,55,1
15,6,43,12,13,117,15,4,1
60,10,13,7,26,52,64,53,1
116,14,1,8,16,23,54,113,1
10,28,26,39,4,4,9,10,1
39,16,13,54,10,38,26,79,1
16,12,17,8,19,24,24,4,1
21,7,33,9,17,41,37,13,1
4,3,19,45,48,79,26,11,1
51,23,11,12,8,84,30,32,1
59,24,56,42,3,8,23,21,1
81,52,71,98,11,55,22,22,1
47,22,92,69,29,12,15,13,1
11,19,15,3,3,15,24,70,1
1,23,28,17,25,42,47,16,1
18,1,18,35,3,119,41,28,1
14,2,17,17,13,64,12,21,1
8,17,9,11,14,70,42,16,1
58,16,8,16,1,81,32,32,1
27,14,14,4,6,74,4,23,1
19,16,41,0,7,23,45,30,1
27,2,9,20,8,51,7,24,1
42,13,55,45,11,8,53,62,1
3,17,6,14,18,94,14,11,1
6,31,49,48,68,127,9,8,1
15,4,69,44,9,128,17,7,1
86,16,26,21,8,59,19,74,1
8,8,9,7,10,85,20,11,1
44,24,41,57,39,81,6,75,1
25,18,9,41,3,6,0,61,1
15,5,6,20,32,74,52,71,1
36,46,35,1,7,70,96,65,1
36,30,47,11,17,74,35,14,1
43,1,18,8,11,38,28,10,1
46,13,9,12,17,56,10,37,1
80,18,40,39,5,0,78,109,1
81,17,59,49,31,13,20,30,1
23,3,10,8,5,24,25,31,1
22,8,2,23,23,76,10,13,1
14,10,20,25,29,127,6,47,1
5,32,55,63,38,128,30,71,1
1,13,3,3,4,73,29,26,1
24,12,34,46,17,47,11,27,1
46,4,33,40,11,48,1,20,1
4,15,38,3,19,25,14,15,1
85,9,24,37,18,73,12,41,1
104,4,1,0,2,128,92,88,1
7,6,0,3,9,27,3,36,1
19,5,7,12,19,108,30,27,1
49,43,88,46,36,41,10,38,1
22,6,8,12,40,73,17,60,1
36,16,31,22,17,34,36,28,1
7,9,17,0,1,21,4,6,1
7,3,4,17,8,23,29,50,1
45,4,11,0,13,43,3,39,1
75,11,8,6,2,64,14,7,1
42,4,21,32,29,66,45,40,1
35,34,55,15,4,21,11,20,1
23,30,37,6,44,82,66,109,1
7,7,5,22,38,89,75,107,1
24,8,11,10,4,10,28,68,1
20,27,76,28,13,102,0,11,1
38,43,95,86,23,2,12,49,1
20,10,17,70,33,87,48,29,1
3,5,8,14,22,14,66,25,1
16,27,24,13,5,11,25,29,1
64,5,10,12,38,56,53,32,1
16,1,14,17,26,57,41,19,1
94,31,14,33,48,78,28,1,1
9,9,9,6,23,128,54,10,1
4,11,2,1,31,28,23,6,1
101,8,20,15,13,44,51,111,1
98,7,14,32,53,38,6,89,1
11,44,23,87,29,74,28,36,1
15,12,20,15,16,30,7,25,1
10,10,71,47,13,25,23,11,1
59,20,12,24,15,70,15,36,1
6,9,8,39,3,110,15,41,1
16,10,29,31,24,111,16,13,1
85,34,22,14,10,61,10,81,1
127,32,33,0,29,84,29,41,1
30,13,13,13,11,49,31,61,1
78,2,2,17,23,56,43,89,1
88,17,20,1,21,7,63,81,1
2,8,24,0,31,12,12,28,1
12,9,24,11,32,15,21,28,1
8,6,28,5,63,27,17,17,1
103,2,20,10,36,49,49,111,1
92,4,50,4,23,127,29,100,1
20,5,13,3,3,51,21,28,1
51,9,38,29,11,21,6,44,1
29,9,10,40,4,36,75,27,1
62,1,14,1,8,33,77,37,1
40,29,10,51,26,122,22,23,1
14,2,3,45,34,42,18,52,1
29,17,10,16,27,21,1,14,1
58,30,9,31,23,85,67,46,1
29,2,10,21,5,97,18,45,1
119,38,35,7,5,49,19,27,1
65,14,15,11,6,79,16,1,1
82,20,4,19,21,28,53,35,1
24,5,7,41,29,39,14,68,1
68,16,0,21,6,118,88,123,1
86,29,38,30,9,58,39,28,1
19,12,26,35,2,82,20,11,1
64,27,46,45,44,128,30,12,1
24,1,32,1,17,99,18,63,1
23,2,1,21,20,38,26,7,1
23,1,12,33,11,40,32,0,1
9,13,23,11,27,9,20,3,1
4,10,33,13,40,2,21,37,1
31,5,57,4,9,51,47,7,1
25,4,6,37,3,34,15,2,1
37,5,33,42,17,101,19,5,1
98,12,50,3,14,15,17,83,1
23,3,26,10,6,42,33,41,1
25,15,18,5,1,24,6,65,1
19,20,56,44,21,72,27,26,1
89,16,1,27,42,48,19,21,1
9,25,77,73,22,14,12,16,1
42,52,128,123,3,18,59,89,1
26,13,71,37,4,38,35,61,1
4,11,12,7,21,52,19,29,1
19,3,22,4,9,31,6,2,1
39,31,64,47,11,107,17,41,1
79,51,14,21,10,54,29,104,1
1,3,35,6,37,25,45,87,1
35,8,33,16,33,77,25,38,1
20,6,15,13,29,126,13,4,1
59,13,21,2,2,12,6,22,1
43,7,19,25,2,29,37,52,1
108,32,18,94,38,53,23,99,1
17,1,19,32,23,100,36,13,1
24,23,31,4,11,7,10,7,1
23,15,14,9,22,45,12,27,1
89,10,66,40,38,52,75,78,1
2,33,48,77,13,54,12,82,1
28,15,70,1,62,27,16,22,1
38,9,48,17,1,52,8,17,1
83,14,29,15,42,38,25,4,1
4,9,11,14,4,59,22,14,1
45,18,13,33,6,86,73,65,1
67,44,29,43,28,25,92,128,1
69,10,23,20,46,96,34,95,1
3,14,3,9,9,23,15,9,1
6,24,20,15,0,34,18,47,1
79,46,98,36,18,15,40,53,1
39,70,95,65,22,127,9,58,1
79,9,10,15,0,8,36,66,1
23,6,16,1,33,35,39,23,1
13,9,5,10,18,7,20,28,1
19,3,56,21,13,79,8,10,1
13,12,36,10,28,67,26,52,1
21,15,65,11,4,93,18,3,1
92,7,32,36,10,114,67,114,1
55,22,49,17,12,85,31,11,1
47,4,1,2,33,116,24,51,1
34,15,17,8,29,108,32,19,1
18,6,1,21,5,30,7,48,1
32,12,16,6,24,2,34,21,1
10,23,63,19,19,120,58,66,1
34,34,52,86,62,128,19,1,1
38,39,32,98,14,26,21,70,1
36,6,57,28,5,25,19,10,1
34,10,23,1,5,128,30,45,1
34,25,24,12,2,105,1,16,1
77,2,6,13,16,18,39,96,1
82,2,50,7,19,53,47,95,1
54,8,17,6,8,75,27,82,1
15,1,6,31,2,45,10,15,1
21,8,26,42,0,72,39,24,1
19,1,28,4,18,71,13,40,1
36,26,43,11,11,27,40,42,1
49,2,11,22,0,1,26,65,1
61,21,33,27,21,92,5,19,1
73,20,35,19,32,127,15,39,1
20,2,31,28,31,88,53,46,1
45,9,41,5,14,61,46,24,1
80,21,45,37,0,125,13,73,1
36,10,31,31,2,29,33,8,1
22,7,7,1,8,46,48,41,1
12,2,30,13,15,62,24,81,1
63,2,2,23,17,96,2,2,1
72,16,21,41,54,59,28,54,1
21,5,31,3,15,3,0,12,1
2,3,22,14,34,22,28,15,1
25,10,10,34,28,5,7,33,1
116,27,21,5,0,72,9,88,1
11,6,38,19,15,73,60,12,1
22,1,35,3,19,29,2,21,1
24,24,35,8,20,6,70,57,1
73,0,43,8,22,128,52,37,1
23,6,13,44,11,40,24,16,1
13,20,47,2,14,23,9,25,1
57,24,83,18,2,66,4,8,1
22,12,12,4,0,10,33,16,1
69,10,35,10,3,68,28,88,1
75,3,6,12,31,83,24,50,1
40,49,114,37,19,28,40,63,1
10,34,15,18,23,78,28,10,1
43,16,6,13,6,4,28,72,1
32,15,10,12,41,15,27,68,1
41,6,32,36,31,0,76,46,1
42,16,11,62,13,65,11,11,1
73,16,8,11,16,47,7,57,1
13,33,83,44,5,48,63,33,1
38,45,71,61,20,15,65,71,1
31,6,15,42,28,90,3,20,1
73,12,43,34,13,4,6,41,1
10,17,26,7,12,19,3,54,1
18,4,32,2,14,14,8,1,1
27,3,11,15,20,81,3,29,1
7,16,12,16,9,64,37,30,1
22,11,19,19,60,11,4,16,1
70,3,8,54,7,73,12,76,1
97,17,38,60,1,12,11,68,1
18,0,50,24,21,123,37,1,1
73,12,22,8,39,68,33,23,1
67,11,21,4,3,1,56,78,1
17,10,25,15,8,18,36,18,1
13,6,21,12,22,115,40,56,1
2,27,27,17,17,23,29,16,1
1,7,13,17,27,72,16,25,1
35,19,23,28,43,28,77,69,1
30,13,33,53,16,74,71,97,1
25,15,51,11,19,13,25,56,1
7,13,9,4,1,17,11,35,1
23,8,9,52,26,7,17,12,1
18,27,23,6,18,75,22,52,1
68,23,3,11,22,46,0,65,1
59,6,29,47,21,32,3,54,1
25,8,20,24,9,44,21,24,1
48,14,21,0,1,17,2,71,1
81,4,13,7,3,42,17,108,1
47,28,99,46,9,120,4,38,1
39,23,0,72,52,93,1,26,1
46,6,68,50,33,45,46,11,1
2,2,1,31,15,49,27,49,1
13,1,7,10,12,27,43,0,1
48,17,10,17,16,87,0,10,1
18,2,13,31,14,28,49,45,1
29,23,6,9,9,64,31,41,1
25,7,1,13,2,101,48,86,1
13,17,19,29,32,81,16,35,1
83,13,3,16,5,31,46,52,1
89,26,2,14,6,31,55,40,1
32,26,7,12,6,78,13,2,1
1,20,46,42,10,16,10,17,1
15,12,15,8,1,51,13,14,1
8,11,29,6,19,128,31,51,1
52,19,33,11,30,81,2,66,1
12,12,52,36,16,62,44,72,1
43,53,97,48,21,8,11,16,1
27,9,32,10,11,71,40,34,1
8,9,59,49,17,87,27,11,1
6,17,19,11,3,16,17,36,1
21,9,3,5,6,84,32,31,1
7,31,35,26,14,5,36,4,1
70,15,10,3,10,9,17,4,1
21,3,23,41,41,28,5,23,1
25,10,11,13,39,41,3,2,1
7,9,30,22,5,73,0,25,1
9,17,62,34,9,9,70,90,1
50,26,12,9,36,107,2,7,1
86,22,55,9,26,16,48,49,1
30,11,52,25,22,80,0,57,1
85,24,37,4,17,102,6,6,1
47,6,48,16,5,54,31,80,1
7,3,18,4,15,10,11,18,1
2,6,30,41,4,96,3,6,1
31,28,7,20,10,106,34,19,1
36,12,49,33,3,45,33,30,1
48,7,50,67,30,44,10,48,1
1,17,39,61,30,48,9,8,1
46,18,49,16,16,82,34,3,1
9,15,39,18,3,94,30,21,1
4,16,72,30,23,24,43,27,1
